0.013503379	-0.010116471	0.03377388	0.062131554	-0.006695727	0.028310541	-0.093363754	0.016451875	0.08773494	-0.015329118	-0.037210055	0.02271748	-0.0019897558	-0.02726544	0.031916592	0.0016662637
-0.033968717	-0.09122515	-0.019054398	0.10480145	-0.019891405	-0.0050995057	-0.103203274	-0.0075061675	0.010466524	0.0067037023	-0.008130525	-0.038083408	-0.020245522	-0.016554706	-0.007635008	0.043492593
-0.03523054	-0.07268811	-0.062487718	0.06771564	-0.042998772	0.06708697	0.008745845	-0.105341524	0.083215624	0.072306804	-0.046011653	-0.015880344	-0.042526625	-0.009996609	-0.013311454	0.09299232
-0.03824269	-0.06869536	0.046661876	-0.009834614	-0.033202957	-0.023638869	-0.06983444	-0.072963	0.06836587	0.006299526	0.00971272	0.06441258	-0.0037434795	0.009890908	0.00912342	0.052928872
-0.040429976	-0.022701059	-0.0037962177	0.0066424403	-0.03953574	0.011836282	-0.09558755	-0.07940248	0.057343848	-0.06803217	-0.10595907	0.0065384046	-0.011192931	-0.062365625	-0.043296617	0.06618576
-0.045405537	0.013445061	0.024141362	0.087359786	-0.022019496	-0.016634548	-0.04624628	-0.01052955	0.08434231	-0.0020366032	-0.032762174	-0.010538118	0.015481871	-0.016085763	0.0030906885	0.043593913
-0.06455347	-0.05279703	-0.012716945	0.073786564	-0.061266255	0.042350348	-0.117993854	-0.025565416	0.050343446	0.06895136	-0.06571735	0.02288565	0.005468095	-0.11428643	-0.009227236	0.006833155
0.0075492393	-0.037323125	-0.0069525214	0.16779399	-0.031552017	0.04191676	-0.034523472	-0.034484386	0.03980949	0.05158089	-0.068681546	-0.07565937	-0.016240764	-0.0042286497	-0.0004378789	0.050293036
-0.029187942	-0.035803515	-0.09328609	-0.06892484	-0.030230436	0.069837846	-0.03573276	-0.0067484854	0.026877161	0.072320364	0.06428631	-0.036308136	-0.042890593	-0.10208992	0.023303652	-0.005877048
-0.00437915	0.016403412	0.0280784	0.09962144	0.028844438	0.0029073532	-0.054932114	-0.06313152	0.035936188	-0.02607081	0.046597887	0.018413112	0.0021061357	0.013005508	0.021616755	0.07503576
